spots,legs,eyes,arms,colour_green,stim_id,danger_true,block,trial_in_block,trial_within_subject,agent_id,w1_true,w2_true,w3_true,w4_true,w5_true,c_true,log_c_true,bias_true,prob_cat1,sim_response,correct,performance
1,1,1,0,0,8,1,3,6,70,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6288553687334101,1,1,0.5428571428571428
0,1,0,1,1,27,0,3,7,71,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3678351158571157,0,1,0.5492957746478874
1,0,0,1,1,26,0,3,8,72,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.47409902061879156,0,1,0.5555555555555556
1,0,1,1,1,30,1,3,9,73,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.610153039710818,0,0,0.547945205479452
1,1,0,0,0,4,0,3,10,74,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.49713862544112736,0,1,0.5540540540540541
1,1,1,1,1,32,1,3,11,75,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6242633541280792,1,1,0.56
1,1,0,0,1,20,0,3,12,76,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.496556122009253,1,0,0.5526315789473685
1,0,0,0,0,2,0,3,13,77,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.47463029445017413,1,0,0.5454545454545454
1,0,0,0,1,18,0,3,14,78,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4800511298788919,0,1,0.5512820512820513
0,1,0,0,1,19,0,3,15,79,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3794097389944728,1,0,0.5443037974683544
0,0,0,1,0,9,0,3,16,80,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3600877014181401,1,0,0.5375
0,1,0,1,0,11,0,3,17,81,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3675771159112007,0,1,0.5432098765432098
1,0,1,1,0,14,1,3,18,82,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6128093703779379,1,1,0.5487804878048781
0,0,0,0,0,1,0,3,19,83,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.35910845094675053,0,1,0.5542168674698795
0,1,0,0,0,3,0,3,20,84,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3648712779918561,1,0,0.5476190476190477
0,0,1,1,1,29,0,3,21,85,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5018838459347253,0,1,0.5529411764705883
0,1,1,0,1,23,0,3,22,86,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5013268504758687,1,0,0.5465116279069767
0,0,1,0,1,21,0,3,23,87,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48764388189729063,1,0,0.5402298850574713
1,0,1,0,1,22,1,3,24,88,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6186235045172757,1,1,0.5454545454545454
1,0,1,0,0,6,1,3,25,89,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6176898031935549,0,0,0.5393258426966292
1,1,1,1,0,16,1,3,26,90,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.623962532014902,0,0,0.5333333333333333
1,1,0,1,0,12,0,3,27,91,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48762963594863357,1,0,0.5274725274725275
0,0,0,1,1,25,0,3,28,92,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.36813137156566367,0,1,0.532608695652174
0,1,1,0,0,7,0,3,29,93,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4938569034578266,0,1,0.5376344086021505
0,0,0,0,1,17,0,3,30,94,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3664794980977117,1,0,0.5319148936170213
0,1,1,1,0,15,0,3,31,95,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4943021338869721,1,0,0.5263157894736842
0,1,1,1,1,31,0,3,32,96,12,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4919265873564676,1,0,0.5208333333333334
0,0,1,0,1,21,0,1,1,1,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5,0,1,1
1,1,1,0,0,8,1,1,2,2,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5,0,0,0.5
0,1,1,0,0,7,0,1,3,3,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.598687660112452,1,0,0.3333333333333333
0,1,1,1,1,31,0,1,4,4,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.401312339887548,1,0,0.25
0,0,1,1,0,13,0,1,5,5,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.401312339887548,1,0,0.2
0,0,1,0,0,5,0,1,6,6,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4373595052791222,1,0,0.16666666666666666
0,1,0,0,0,3,0,1,7,7,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5261615501585049,0,1,0.2857142857142857
1,1,0,1,0,12,0,1,8,8,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6146606829016391,1,0,0.25
1,1,0,0,0,4,0,1,9,9,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6350224893087756,1,0,0.2222222222222222
1,0,1,0,0,6,1,1,10,10,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6210634126407402,1,1,0.3
1,1,1,1,1,32,1,1,11,11,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5238969387307548,1,1,0.36363636363636365
1,0,0,0,1,18,0,1,12,12,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5380478499787893,1,0,0.3333333333333333
1,1,1,0,1,24,1,1,13,13,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6156716343471572,0,0,0.3076923076923077
0,0,0,0,0,1,0,1,14,14,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.374352165343152,1,0,0.2857142857142857
0,0,0,1,1,25,0,1,15,15,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.37150674895236874,0,1,0.3333333333333333
1,0,0,1,1,26,0,1,16,16,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.47338621089685073,0,1,0.375
0,1,1,1,0,15,0,1,17,17,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4788487550183998,1,0,0.35294117647058826
0,1,0,0,1,19,0,1,18,18,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.43825386655140863,1,0,0.3333333333333333
0,0,0,1,0,9,0,1,19,19,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3265780384467017,0,1,0.3684210526315789
1,1,0,0,1,20,0,1,20,20,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5557569097386438,0,1,0.4
0,1,1,0,1,23,0,1,21,21,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5316408054089685,0,1,0.42857142857142855
1,1,1,1,0,16,1,1,22,22,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6151273326602504,0,0,0.4090909090909091
0,1,0,1,1,27,0,1,23,23,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3972514967618388,1,0,0.391304347826087
0,1,0,1,0,11,0,1,24,24,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3926351185172511,0,1,0.4166666666666667
0,0,1,1,1,29,0,1,25,25,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.43659795339912144,1,0,0.4
1,1,0,1,1,28,0,1,26,26,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5143389708926117,0,1,0.4230769230769231
0,0,0,0,1,17,0,1,27,27,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.34364401718923665,0,1,0.4444444444444444
1,0,1,0,1,22,1,1,28,28,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5955605377526024,1,1,0.4642857142857143
1,0,0,1,0,10,0,1,29,29,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4723888360896197,1,0,0.4482758620689655
1,0,1,1,1,30,1,1,30,30,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5877035788417162,1,1,0.4666666666666667
1,0,1,1,0,14,1,1,31,31,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6037735817734082,1,1,0.4838709677419355
1,0,0,0,0,2,0,1,32,32,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.502884335417595,0,1,0.5
1,0,1,1,0,14,1,2,1,33,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6263088476791072,0,0,0.48484848484848486
1,1,1,1,1,32,1,2,2,34,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6202668181391447,0,0,0.47058823529411764
0,0,1,0,1,21,0,2,3,35,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4751591121139142,0,1,0.4857142857142857
1,1,1,0,1,24,1,2,4,36,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6156166733104858,1,1,0.5
1,1,1,1,0,16,1,2,5,37,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6317933717137737,1,1,0.5135135135135135
0,0,1,1,0,13,0,2,6,38,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4891521110328107,0,1,0.5263157894736842
0,0,0,0,0,1,0,2,7,39,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3500101706704558,0,1,0.5384615384615384
1,1,0,1,0,12,0,2,8,40,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5142050802956423,1,0,0.525
1,1,0,0,0,4,0,2,9,41,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48625599022687116,0,1,0.5365853658536586
0,0,0,1,0,9,0,2,10,42,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3663361533928803,0,1,0.5476190476190477
0,0,0,0,1,17,0,2,11,43,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3520387278028532,1,0,0.5348837209302325
0,1,0,0,0,3,0,2,12,44,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.360629785413429,1,0,0.5227272727272727
1,0,1,1,1,30,1,2,13,45,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6326557854365178,0,0,0.5111111111111111
1,0,0,1,0,10,0,2,14,46,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48889589888358753,0,1,0.5217391304347826
1,0,0,0,0,2,0,2,15,47,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.45390597259607535,1,0,0.5106382978723404
1,1,0,1,1,28,0,2,16,48,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5178038096089638,1,0,0.5
0,0,1,1,1,29,0,2,17,49,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5088231032846382,0,1,0.5102040816326531
0,1,0,1,0,11,0,2,18,50,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.37659863142486044,0,1,0.52
0,1,1,1,1,31,0,2,19,51,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.520164220351152,1,0,0.5098039215686274
0,0,0,1,1,25,0,2,20,52,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3766707561676725,0,1,0.5192307692307693
1,0,1,0,0,6,1,2,21,53,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6067327166311663,1,1,0.5283018867924528
0,1,1,0,1,23,0,2,22,54,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4964329104768808,1,0,0.5185185185185185
0,1,0,0,1,19,0,2,23,55,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3669563087293077,0,1,0.5272727272727272
0,0,1,0,0,5,0,2,24,56,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4835691562978836,0,1,0.5357142857142857
1,0,0,0,1,18,0,2,25,57,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48545480060336665,1,0,0.5263157894736842
1,1,1,0,0,8,1,2,26,58,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6217017866960246,1,1,0.5344827586206896
1,0,1,0,1,22,1,2,27,59,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6126626405875373,0,0,0.5254237288135594
1,0,0,1,1,26,0,2,28,60,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4893692280661016,0,1,0.5333333333333333
0,1,1,1,0,15,0,2,29,61,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4963403370227753,0,1,0.5409836065573771
0,1,1,0,0,7,0,2,30,62,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.49185376790165797,1,0,0.532258064516129
1,1,0,0,1,20,0,2,31,63,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.49524888404144635,1,0,0.5238095238095238
0,1,0,1,1,27,0,2,32,64,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.37146371524926186,0,1,0.53125
1,0,1,1,1,30,1,3,1,65,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6263088476791072,1,1,0.5384615384615384
0,1,0,1,1,27,0,3,2,66,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3674935147712623,1,0,0.5303030303030303
1,1,1,1,1,32,1,3,3,67,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6269802305686508,1,1,0.5373134328358209
0,0,1,0,0,5,0,3,4,68,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4793812048759303,0,1,0.5441176470588235
0,0,0,1,1,25,0,3,5,69,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3757807578452598,0,1,0.5507246376811594
0,0,1,1,0,13,0,3,6,70,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4835550529758117,0,1,0.5571428571428572
1,0,0,0,1,18,0,3,7,71,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.49038688765192184,1,0,0.5492957746478874
0,0,1,0,1,21,0,3,8,72,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4827823278830528,1,0,0.5416666666666666
1,0,0,0,0,2,0,3,9,73,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4795317248090017,1,0,0.5342465753424658
1,0,1,0,1,22,1,3,10,74,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6178969734834316,1,1,0.5405405405405406
1,1,0,0,0,4,0,3,11,75,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48034926342233814,1,0,0.5333333333333333
0,1,0,0,0,3,0,3,12,76,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.35750461806911943,0,1,0.5394736842105263
1,1,0,1,1,28,0,3,13,77,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.500976627142112,0,1,0.5454545454545454
1,1,1,1,0,16,1,3,14,78,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6230019680158921,1,1,0.5512820512820513
0,0,0,0,1,17,0,3,15,79,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.36577963501714306,0,1,0.5569620253164557
1,1,0,1,0,12,0,3,16,80,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4928919157436268,0,1,0.5625
1,1,0,0,1,20,0,3,17,81,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4822910858490915,0,1,0.5679012345679012
0,0,0,1,0,9,0,3,18,82,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.36755574488487996,1,0,0.5609756097560976
1,0,1,0,0,6,1,3,19,83,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.61337636682050245,1,1,0.5662650602409639
0,1,1,0,0,7,0,3,20,84,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48567912679867076,0,1,0.5714285714285714
0,1,1,0,1,23,0,3,21,85,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4868434814158423,0,1,0.5764705882352941
1,1,1,0,1,24,1,3,22,86,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6180608266765876,1,1,0.5813953488372093
1,0,1,1,0,14,1,3,23,87,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6239853386203192,1,1,0.5862068965517241
0,0,0,0,0,1,0,3,24,88,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3624746081060391,0,1,0.5909090909090909
1,0,0,1,1,26,0,3,25,89,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4952719184125737,1,0,0.5842696629213483
1,1,1,0,0,8,1,3,26,90,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6165211757648098,0,0,0.5777777777777777
0,1,1,1,0,15,0,3,27,91,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.49548186634011876,1,0,0.5714285714285714
0,1,1,1,1,31,0,3,28,92,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4933897605076645,1,0,0.5652173913043478
1,0,0,1,0,10,0,3,29,93,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48959136982314205,1,0,0.5591397849462365
0,1,0,0,1,19,0,3,30,94,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3683288496290181,0,1,0.5638297872340425
0,0,1,1,1,29,0,3,31,95,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4910243477502203,1,0,0.5578947368421052
0,1,0,1,0,11,0,3,32,96,13,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.36940684392117523,0,1,0.5625
1,0,0,1,0,10,0,1,1,1,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5,1,0,0
1,1,0,1,1,28,0,1,2,2,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5,1,0,0
0,0,1,1,0,13,0,1,3,3,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5,0,1,0.3333333333333333
1,0,0,1,1,26,0,1,4,4,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5,0,1,0.5
1,0,1,0,1,22,1,1,5,5,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5,1,1,0.6
0,0,0,0,0,1,0,1,6,6,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.46221563724296166,0,1,0.6666666666666666
0,1,1,1,0,15,0,1,7,7,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3624346354080912,0,1,0.7142857142857143
0,0,0,0,1,17,0,1,8,8,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5478394499583938,1,0,0.625
1,0,1,1,0,14,1,1,9,9,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.508217940308372,0,0,0.5555555555555556
1,0,1,1,1,30,1,1,10,10,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6243972181728896,0,0,0.5
1,1,1,0,0,8,1,1,11,11,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5763507899380971,1,1,0.5454545454545454
1,1,0,1,0,12,0,1,12,12,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4462833225530703,0,1,0.5833333333333334
0,0,1,0,0,5,0,1,13,13,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5171481850387489,0,1,0.6153846153846154
0,0,1,0,1,21,0,1,14,14,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.534027726372225,0,1,0.6428571428571429
0,1,0,0,1,19,0,1,15,15,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3930855265522976,1,0,0.6
1,0,1,0,0,6,1,1,16,16,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6240356503521135,1,1,0.625
0,0,1,1,1,29,0,1,17,17,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5007646687364737,1,0,0.5882352941176471
1,1,0,0,1,20,0,1,18,18,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48538225200663293,0,1,0.6111111111111112
0,1,1,0,1,23,0,1,19,19,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.46815569536064755,0,1,0.631578947368421
0,1,1,1,1,31,0,1,20,20,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.43225552409980017,1,0,0.6
1,1,1,0,1,24,1,1,21,21,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.578599329359841,1,1,0.6190476190476191
0,1,0,1,0,11,0,1,22,22,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.35713085675838874,1,0,0.5909090909090909
0,0,0,1,0,9,0,1,23,23,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3778255560957587,0,1,0.6086956521739131
1,1,0,0,0,4,0,1,24,24,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5228920190270425,0,1,0.625
0,1,0,0,0,3,0,1,25,25,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.38153180285841193,1,0,0.6
1,0,0,0,1,18,0,1,26,26,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5335523050921173,1,0,0.5769230769230769
1,1,1,1,1,32,1,1,27,27,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5843843609582936,0,0,0.5555555555555556
1,1,1,1,0,16,1,1,28,28,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.5960264170031225,1,1,0.5714285714285714
1,0,0,0,0,2,0,1,29,29,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.49168567440693733,1,0,0.5517241379310345
0,1,0,1,1,27,0,1,30,30,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.38084016144512495,0,1,0.5666666666666667
0,0,0,1,1,25,0,1,31,31,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.37236628846158215,0,1,0.5806451612903226
0,1,1,0,0,7,0,1,32,32,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.502884335417595,1,0,0.5625
0,0,0,1,1,25,0,2,1,33,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3654440793401469,1,0,0.5454545454545454
0,1,1,1,1,31,0,2,2,34,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4859286048413313,0,1,0.5588235294117647
1,0,1,1,0,14,1,2,3,35,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6287199618628769,0,0,0.5428571428571428
0,0,1,1,1,29,0,2,4,36,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.47919831271583235,0,1,0.5555555555555556
1,1,0,0,0,4,0,2,5,37,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.49656747441919535,0,1,0.5675675675675675
1,0,0,1,1,26,0,2,6,38,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48935689081907385,0,1,0.5789473684210527
0,0,0,1,0,9,0,2,7,39,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.38520957637738684,0,1,0.5897435897435898
1,1,1,1,1,32,1,2,8,40,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6138311588073792,1,1,0.6
0,1,1,1,0,15,0,2,9,41,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4962210880941703,0,1,0.6097560975609756
1,0,0,0,0,2,0,2,10,42,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.487815012421385,1,0,0.5952380952380952
0,1,0,0,0,3,0,2,11,43,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.3645499472962017,1,0,0.5813953488372093
1,1,1,0,1,24,1,2,12,44,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6264179600109256,0,0,0.5681818181818182
0,1,0,1,1,27,0,2,13,45,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.37863068207208617,0,1,0.5777777777777777
1,1,1,0,0,8,1,2,14,46,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6239519104660545,0,0,0.5652173913043478
0,1,0,1,0,11,0,2,15,47,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.36397518274800655,0,1,0.574468085106383
1,0,1,1,1,30,1,2,16,48,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6150454333324622,0,0,0.5625
0,0,1,1,0,13,0,2,17,49,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.48134364006195374,1,0,0.5510204081632653
1,1,0,1,1,28,0,2,18,50,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.49897594664276634,1,0,0.54
1,0,0,1,0,10,0,2,19,51,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4803476396106355,0,1,0.5490196078431373
1,0,1,0,0,6,1,2,20,52,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.6216789332319382,1,1,0.5576923076923077
0,1,1,0,0,7,0,2,21,53,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4993129716917187,0,1,0.5660377358490566
1,1,0,1,0,12,0,2,22,54,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.47332806968548174,1,0,0.5555555555555556
1,0,0,0,1,18,0,2,23,55,14,0.2,0.2,0.2,0.2,0.2,2,0.6931471805599453,0.5,0.4982715234438822,1,0,0.5454545454545454
